Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Traded,Position,Team
Josh Richardson,8,0,18.6,4,0.8,0.8,1.5,1.5,1,0.1,1,2.1,1.5,1.4,4.8,28.9,0.8,2.8,27.3,0.5,0.5,100,0.6,2,31.3,0.842,0.37,FALSE,SG,MIA
Keshad Johnson,16,0,6.1,2.7,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,1,1.1,1.6,69.2,0.2,0.4,42.9,0.3,0.6,44.4,0.9,1.2,78.9,1.654,0.75,FALSE,F,MIA
Josh Christopher,14,0,4.9,2,0,0.6,0.6,0.6,0.4,0.2,0.4,0.1,1.3,0.8,2.2,35.5,0.1,0.8,18.2,0.3,0.4,66.7,0.6,1.4,45,0.903,0.39,FALSE,SG,MIA
Isaiah Stevens,3,0,2,0,0,0.7,0.7,0,0.3,0,0,0,0,0,0.7,0,0,0.3,0,0,0,0,0,0.3,0,0,0,FALSE,G,MIA
Total,82,,,110.6,9.7,33.7,43.4,26.4,8.1,3.8,12.6,15.5,2.1,40.5,87,46.5,13.7,37.3,36.7,16,20.2,79.1,26.8,49.7,53.8,1.271,0.54,FALSE,Total,MIA
Giannis Antetokounmpo,67,67,34.2,30.4,2.2,9.7,11.9,6.5,0.9,1.2,3.1,2.3,2.1,11.8,19.7,60.1,0.2,0.9,22.2,6.5,10.6,61.7,11.6,18.7,62,1.544,0.61,FALSE,F,MIL
Damian Lillard,58,58,36.1,24.9,0.5,4.2,4.7,7.1,1.2,0.2,2.8,1.7,2.5,7.7,17.1,44.8,3.4,9,37.6,6.2,6.8,92.1,4.3,8.1,52.8,1.459,0.55,FALSE,G,MIL
Kyle Kuzma,33,32,31.8,14.5,0.8,4.8,5.6,2.2,0.5,0.4,2.2,2,1,5.4,11.9,45.5,1.5,4.6,33.3,2.1,3.2,66.3,3.9,7.3,53.3,1.216,0.52,TRUE,F,MIL
Bobby Portis,49,7,25.4,13.9,1.8,6.6,8.4,2.1,0.7,0.5,1.2,1.9,1.8,5.7,12.1,46.6,1.3,3.6,36.5,1.2,1.5,83.6,4.3,8.5,50.8,1.143,0.52,FALSE,F,MIL
Brook Lopez,80,80,31.8,13,1.4,3.6,5,1.8,0.6,1.9,1.1,2.1,1.7,4.9,9.7,50.9,1.7,4.7,37.3,1.4,1.7,82.6,3.2,5,63.6,1.345,0.6,FALSE,C,MIL
Khris Middleton,23,7,23.2,12.6,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,2.8,4.7,9.2,51.2,1.5,3.7,40.7,1.7,2,84.8,3.2,5.4,58.4,1.374,0.59,TRUE,F,MIL
Kevin Porter Jr.,30,2,19.9,11.7,0.4,3.5,3.9,3.7,1.3,0.1,1.7,1.6,2.2,4,8.2,49.4,1,2.4,40.8,2.7,3.1,87.1,3.1,5.8,52.9,1.437,0.55,TRUE,G,MIL
Gary Trent Jr.,74,9,25.6,11.1,0.3,2,2.3,1.2,1,0.1,0.6,1.7,2.1,3.8,8.9,43.1,2.4,5.9,41.6,1.1,1.2,84.8,1.4,3,46,1.254,0.57,FALSE,G,MIL
Taurean Prince,80,73,27.1,8.2,0.4,3.2,3.6,1.9,1,0.2,1,2.1,1.9,2.9,6.4,45.7,1.8,4.2,43.9,0.5,0.6,81.3,1.1,2.2,49.2,1.276,0.6,FALSE,F,MIL
AJ Green,73,7,22.7,7.4,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,2.7,2.5,5.8,42.9,2.1,5,42.7,0.3,0.4,81.5,0.4,0.8,44.3,1.276,0.61,FALSE,G,MIL
Ryan Rollins,56,19,14.6,6.2,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,2,2.4,4.8,48.7,0.9,2.1,40.8,0.6,0.8,80,1.5,2.7,55,1.288,0.58,FALSE,G,MIL
Pat Connaughton,41,1,14.7,5.3,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,2.9,2,4.3,46.9,0.6,2,32.1,0.6,0.8,77.4,1.4,2.3,59.4,1.22,0.54,FALSE,G,MIL
Pete Nance,6,1,11.7,3.8,0.5,1.3,1.8,1.2,0.2,0.3,0.7,1.2,1.8,1.5,2.8,52.9,0.8,2,41.7,0,0,0,0.7,0.8,80,1.353,0.68,TRUE,F,MIL
Andre Jackson Jr.,67,43,14.6,3.4,1,1.7,2.7,1.2,0.5,0.2,0.9,1.7,1.4,1.4,2.9,47.7,0.4,1.1,39.5,0.2,0.4,50,1,1.8,52.9,1.168,0.55,FALSE,G,MIL
Jamaree Bouyea,5,1,12.4,3.4,0.2,0.8,1,2,0.8,0.4,1.6,0.4,1.3,1.2,2.4,50,0.2,1,20,0.8,1.2,66.7,1,1.4,71.4,1.417,0.54,FALSE,G,MIL
Tyler Smith,23,0,5.3,2.9,0.3,0.8,1.1,0.2,0.1,0.2,0.3,0.5,0.5,1,2.2,48,0.6,1.3,43.3,0.3,0.3,75,0.5,0.9,55,1.34,0.61,FALSE,F,MIL
AJ Johnson,7,0,6.3,2.9,0,1,1,1,0.1,0,0.6,0,1.8,1.1,2.7,42.1,0.4,0.7,60,0.1,0.3,50,0.7,2,35.7,1.053,0.5,TRUE,G,MIL
Delon Wright,26,2,15.6,2.5,0.6,1.2,1.8,1.8,0.9,0.3,0.5,0.7,3.4,0.8,3.2,26.8,0.5,1.9,24.5,0.3,0.6,56.3,0.4,1.3,30.3,0.793,0.34,TRUE,G,MIL
Jericho Sims,14,0,15,2.4,1.4,3.4,4.9,0.8,0.1,0.6,0.9,1.4,0.9,1.2,1.8,68,0,0,0,0,0,0,1.2,1.8,68,1.36,0.68,TRUE,C,MIL
MarJon Beauchamp,26,0,4.7,2,0.3,1,1.2,0.3,0.1,0,0.5,0.4,0.6,0.7,1.8,38.3,0.3,0.8,33.3,0.3,0.5,75,0.4,1,42.3,1.106,0.46,TRUE,F,MIL
Chris Livingston,21,1,5,1.4,0.5,1.2,1.7,0.2,0.2,0,0.3,0.4,0.8,0.4,1.3,33.3,0,0.4,0,0.6,0.8,75,0.4,0.9,47.4,1.111,0.33,FALSE,F,MIL
Liam Robbins,13,0,4.4,0.7,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.3,0.2,0.6,25,0,0.2,0,0.4,0.8,50,0.2,0.5,33.3,1.125,0.25,FALSE,C,MIL
Stanley Umude,22,0,3.9,0.7,0.2,0.6,0.8,0.2,0.1,0.3,0.1,0.4,1.3,0.2,1.2,19.2,0.1,0.7,20,0.1,0.2,50,0.1,0.5,18.2,0.577,0.25,FALSE,G,MIL
Total,82,,,115.5,8.2,35.1,43.4,25.5,7.3,4.7,12.8,17.9,2,42,86.4,48.6,14.2,36.6,38.7,17.3,23.1,75,27.9,49.7,56,1.337,0.57,FALSE,Total,MIL
Anthony Edwards,79,79,36.3,27.6,0.8,4.9,5.7,4.5,1.2,0.6,3.2,1.9,1.4,9.1,20.4,44.7,4.1,10.3,39.5,5.3,6.3,83.7,5.1,10.1,50.1,1.35,0.55,FALSE,G,MIN
Julius Randle,69,69,32.3,18.7,2.1,5,7.1,4.7,0.7,0.2,2.8,2.5,1.6,6.6,13.6,48.5,1.6,4.6,34.4,3.9,4.9,80.6,5,9.1,55.5,1.372,0.54,FALSE,F,MIN
Naz Reid,80,17,27.5,14.2,1.2,4.9,6,2.3,0.7,0.9,1.4,2.4,1.7,5.3,11.5,46.2,2.2,5.8,37.9,1.4,1.8,77.6,3.1,5.8,54.4,1.233,0.56,FALSE,C,MIN
Jaden McDaniels,82,82,31.9,12.2,1.6,4.2,5.7,2,1.3,0.9,1.2,2.7,1.7,4.9,10.2,47.7,1.2,3.7,33,1.3,1.6,81.3,3.6,6.5,56.1,1.199,0.54,FALSE,F,MIN
Rudy Gobert,72,72,33.2,12,3.7,7.2,10.9,1.8,0.8,1.4,1.2,2.5,1.4,4.7,7.1,66.9,0,0,0,2.6,3.8,67.4,4.7,7.1,66.9,1.698,0.67,FALSE,C,MIN
Donte DiVincenzo,62,10,25.9,11.7,0.5,3.2,3.7,3.6,1.2,0.3,1.6,1.8,2.3,4,9.6,42.2,2.8,7.1,39.7,0.8,1,77.8,1.2,2.5,49,1.219,0.57,FALSE,G,MIN
Nickeil Alexander-Walker,82,10,25.3,9.4,0.7,2.6,3.2,2.7,0.6,0.4,1.2,1.7,2.3,3.3,7.5,43.8,1.7,4.5,38.1,1.1,1.4,78,1.6,3,52.4,1.255,0.55,FALSE,G,MIN
Mike Conley,71,64,24.7,8.2,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,4.3,2.6,6.6,40,1.8,4.4,41,1.1,1.3,90,0.8,2.2,38,1.244,0.54,FALSE,G,MIN
Rob Dillingham,49,1,10.5,4.5,0.2,0.8,1,2,0.4,0,1.1,0.8,1.8,1.9,4.3,44.1,0.5,1.5,33.8,0.2,0.3,53.3,1.4,2.8,49.6,1.038,0.5,FALSE,G,MIN
Terrence Shannon Jr.,32,1,10.6,4.3,0.3,1.2,1.5,1,0.2,0.2,0.5,0.8,2.1,1.7,3.6,48.2,0.3,1,35.5,0.5,0.7,81,1.4,2.6,53,1.211,0.53,FALSE,G,MIN
Jaylen Clark,40,4,13.1,4.1,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,3.3,1.4,3,46.7,0.6,1.3,43.1,0.7,0.9,78.4,0.9,1.7,49.3,1.358,0.56,FALSE,G,MIN
Luka Garza,39,0,5.6,3.5,0.8,0.6,1.4,0.3,0.2,0.1,0.3,0.7,0.9,1.3,2.7,49.5,0.3,0.9,27.8,0.6,0.9,68.6,1.1,1.8,60.9,1.314,0.54,FALSE,C,MIN
Josh Minott,46,0,6,2.6,0.3,0.8,1,0.4,0.3,0.3,0.2,0.7,1.6,1,2,48.9,0.3,0.9,32.6,0.4,0.4,89.5,0.7,1,63.8,1.322,0.57,FALSE,F,MIN
Leonard Miller,13,0,2.5,1.5,0.2,0.6,0.8,0,0.2,0.1,0.2,0.2,0,0.5,1.2,40,0,0.4,0,0.6,0.6,100,0.5,0.8,60,1.333,0.4,FALSE,F,MIN
Bones Hyland,4,0,4.3,1.3,0,0.3,0.3,1,0,0,0.3,0.8,4,0.5,0.8,66.7,0.3,0.5,50,0,0,0,0.3,0.3,100,1.667,0.83,TRUE,G,MIN
Joe Ingles,19,1,6,0.8,0.1,0.5,0.6,1.2,0.1,0,0.5,0.6,2.6,0.3,1.2,26.1,0.2,0.8,20,0,0,0,0.2,0.4,37.5,0.652,0.33,FALSE,F,MIN
PJ Dozier,9,0,3.9,0.8,0.1,0.4,0.6,0.6,0.1,0,0.1,0.3,5,0.2,0.3,66.7,0.2,0.3,66.7,0.1,0.7,16.7,0,0,0,2.333,1,FALSE,G,MIN
Daishen Nix,3,0,4.3,0.3,0,1.3,1.3,1,0,0,1.3,0.3,0.8,0,0.3,0,0,0.3,0,0.3,0.7,50,0,0,0,1,0,FALSE,SG,MIN
Jesse Edwards,2,0,2.5,0,0,0,0,0.5,0,0,0,1,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,C,MIN
Tristen Newton,3,0,2.7,0,0.7,0.7,1.3,0.3,0.3,0,0.3,0.7,1,0,0.7,0,0,0,0,0,0,0,0,0.7,0,0,0,TRUE,G,MIN
Total,82,,,114.3,11.1,33.2,44.3,26.1,8,5,13.7,18.3,1.9,41,87.6,46.8,15,39.9,37.7,17.2,21.8,78.9,26,47.7,54.5,1.305,0.55,FALSE,Total,MIN
Zion Williamson,30,30,28.6,24.6,2.5,4.7,7.2,5.3,1.2,0.9,3,2.7,1.8,9.6,16.9,56.7,0.1,0.4,23.1,5.3,8,65.6,9.5,16.5,57.6,1.451,0.57,FALSE,F,NO
Brandon Ingram,18,18,33.1,22.2,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,1.3,8.6,18.5,46.5,2.4,6.4,37.4,2.6,3.1,85.5,6.2,12.1,51.4,1.201,0.53,FALSE,F,NO
Trey Murphy III,53,51,35,21.2,0.9,4.2,5.1,3.5,1.1,0.7,1.9,2.1,1.8,7.2,15.8,45.4,3,8.3,36.1,3.8,4.3,88.7,4.2,7.6,55.6,1.34,0.55,FALSE,F,NO
CJ McCollum,56,56,32.7,21.1,0.8,3,3.8,4.1,0.8,0.4,1.9,2.2,2.1,7.9,17.9,44.4,3.1,8.2,37.3,2.2,3.1,71.7,4.9,9.7,50.5,1.183,0.53,FALSE,G,NO
Dejounte Murray,31,31,32.6,17.5,0.5,5.9,6.5,7.4,2,0.4,3.4,2,2.2,6.3,15.9,39.3,1.7,5.6,29.9,3.3,4,82.3,4.6,10.3,44.4,1.097,0.45,FALSE,G,NO
Jordan Hawkins,56,9,23.6,10.8,0.4,2.4,2.8,1.2,0.5,0.4,1,0.9,1.1,3.7,9.9,37.2,2,5.9,33.1,1.4,1.8,81.6,1.7,4,43.3,1.086,0.47,FALSE,G,NO
Brandon Boston,42,10,23.6,10.7,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,1.8,4,9.1,43.6,1.2,3.3,35,1.6,2,78.8,2.8,5.7,48.5,1.176,0.5,FALSE,SG,NO
Kelly Olynyk,20,20,25.4,10.7,1.9,4,5.9,3.6,0.9,0.6,2.1,3.2,1.8,3.8,7.5,50,0.7,1.8,38.9,2.5,3.3,75.4,3.1,5.7,53.5,1.42,0.55,TRUE,F,NO
Jose Alvarado,56,23,24.4,10.3,0.5,1.9,2.4,4.6,1.3,0.3,1.5,1.6,3,3.6,9.3,39.2,2,5.5,35.9,1.1,1.3,81.1,1.7,3.8,43.9,1.111,0.5,FALSE,G,NO
Herbert Jones,20,20,32.4,10.3,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,1.9,3.8,8.6,43.6,1.1,3.6,30.6,1.7,2,82.5,2.7,5,53,1.192,0.5,FALSE,F,NO
Keion Brooks Jr.,14,6,23.7,10.1,0.9,3.3,4.1,0.9,0.7,0.7,0.9,2.1,1.1,3.8,7.8,48.6,1,3.1,32.6,1.6,2.1,73.3,2.8,4.7,59.1,1.303,0.55,FALSE,SF,NO
Yves Missi,73,67,26.8,9.1,3.5,4.7,8.2,1.4,0.5,1.3,1.1,2,1.2,3.7,6.7,54.7,0,0,0,1.7,2.8,62.3,3.7,6.7,54.8,1.352,0.55,FALSE,C,NO
Lester Quinones,9,0,18.4,8.6,0.1,1.6,1.7,2.6,0.3,0.2,1.1,2,2.3,3,7.8,38.6,1.4,4.6,31.7,1.1,1.3,83.3,1.6,3.2,48.3,1.1,0.48,TRUE,G,NO
Jaylen Nowell,8,0,21,8.4,0.8,1.8,2.5,2.3,0.1,0.5,1,1.1,2.3,3.3,9.1,35.6,1,3.4,29.6,0.9,1.4,63.6,2.3,5.8,39.1,0.918,0.41,FALSE,G,NO
Bruce Brown,23,12,24.7,8.2,1,3.2,4.2,2.4,0.7,0.3,0.9,2,2.8,3.2,7.7,41,0.7,2,35.6,1.2,1.6,75,2.5,5.8,42.9,1.062,0.46,TRUE,G,NO
Karlo Matkovic,42,7,18.8,7.7,1.5,3.5,5,1.1,0.5,1,1,2.5,1.1,3.2,5.6,57.4,0.5,1.6,31.8,0.8,1,77.3,2.7,4,67.5,1.383,0.62,FALSE,F,NO
Antonio Reeves,44,6,15,6.9,0.4,1,1.4,0.9,0.5,0.1,0.7,0.9,1.3,2.6,5.6,45.6,1.2,2.9,39.5,0.6,0.8,80,1.4,2.7,52.1,1.23,0.56,FALSE,G,NO
Jeremiah Robinson-Earl,66,9,18.8,6.3,1.7,3.1,4.8,1.3,0.6,0.1,0.8,1.2,1.7,2.4,5.3,45.5,0.8,2.5,34.1,0.7,0.8,83.6,1.5,2.8,55.7,1.205,0.54,FALSE,F,NO
Javonte Green,50,18,21.8,5.8,1,2.6,3.6,0.9,1.1,0.6,0.6,1.5,1.6,2,4.5,44.6,0.8,2.2,35.2,1,1.3,75.8,1.2,2.3,53.4,1.286,0.53,TRUE,G,NO
Jamal Cain,37,0,13.6,5.3,0.7,1.6,2.3,0.6,0.6,0.2,0.6,1.2,1,1.8,4.3,43,0.7,2.2,32.5,0.9,1.4,68,1.1,2.1,53.8,1.241,0.51,FALSE,F,NO
Elfrid Payton,18,7,21.5,4.4,0.8,2.9,3.7,8.1,1,0.4,2.9,1.3,2.8,2.1,5.6,36.6,0.1,0.3,16.7,0.2,0.4,57.1,2,5.3,37.9,0.782,0.37,TRUE,G,NO
Daniel Theis,38,9,16.3,4.3,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,2.4,1.6,3.4,47.3,0.2,1,24.3,0.8,1,83.8,1.4,2.4,56.5,1.256,0.51,FALSE,C,NO
Kylor Kelley,3,1,19.7,3.3,1.3,4.7,6,1,0.3,0.3,1,2.3,1,1.3,3,44.4,0,0,0,0.7,1.3,50,1.3,3,44.4,1.111,0.44,TRUE,C,NO
Mo Bamba,4,0,15.3,2.5,1.5,4.8,6.3,0.5,0,0.8,0.3,1.8,2,1,2.3,44.4,0,1,0,0.5,0.5,100,1,1.3,80,1.111,0.44,TRUE,C,NO
Trey Jemison III,16,0,10.4,2.4,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,1,0.9,2,46.9,0,0,0,0.5,1.3,38.1,0.9,2,46.9,1.188,0.47,TRUE,F,NO
